34,39,2,26,13,304
34,384,135,196,2,4
34,3,13,314,167,298
34,3,4,100,149,47
34,2,2,22,3,25
34,15,1,198,16,3
34,1,19,204,296,208
34,1,348,338,4,18
341,111,3,37,2,2
35,26,4,2,128,19
35,145,30,269,207,358
356,4,195,317,279,473
359,337,164,1,48,28
36,12,3,440,13,30
360,25,44,475,255,3
361,24,1,30,3,1
366,29,147,41,302,215
37,2,13,1,2,4
371,39,3,42,383,1
373,22,460,2,124,3
374,119,418,4,255,447
375,382,4,4,4,2
379,25,405,14,1,30
382,1,27,16,362,3
384,27,2,452,20,4
385,163,4,30,238,10
388,398,374,159,1,4
39,3,3,3,380,19
39,29,1,1,31,4
39,10,4,16,101,10
394,45,18,1,41,37
395,2,23,441,1,4
4,49,1,1,375,119
4,485,2,4,18,100
4,455,222,3,470,37
4,44,102,29,363,419
4,44,3,1,27,38
4,4,1,4,20,18
4,4,25,375,4,1
4,4,3,154,28,352
4,4,4,42,4,142
4,4,476,303,382,14
4,38,4,1,222,41
4,366,1,378,264,3
4,36,144,41,311,330
4,35,3,21,17,46
4,344,1,326,466,1
4,33,1,129,286,154
4,325,186,16,31,159
4,321,411,3,4,125
4,30,448,333,2,2
4,3,2,24,15,403
4,3,4,287,420,107
4,289,296,4,29,3
4,257,248,323,26,372
4,22,143,14,3,452
4,203,225,18,4,224
4,2,1,367,4,11
4,2,2,12,251,1
4,2,25,37,118,1
4,2,385,487,43,347
4,2,4,348,418,2
4,199,35,356,204,31
4,171,11,33,4,17
4,17,35,3,45,2
4,156,381,2,218,448
4,142,17,1,37,30
4,140,29,2,3,29
4,14,3,2,38,26
4,12,2,4,11,289
4,12,45,49,3,3
4,1,205,18,281,10
4,1,21,35,372,48
4,1,3,118,396,38
4,1,324,458,4,339
4,1,46,25,4,19
40,4,255,3,3,45
40,381,493,4,26,300
40,3,42,25,144,2
40,3,47,408,4,155
40,15,171,1,49,31
400,44,22,46,16,39
41,39,15,310,38,4
41,3,29,2,348,451
41,25,34,363,31,414
41,1,491,46,20,3
413,1,34,3,247,437
415,2,123,29,44,193
42,4,3,19,42,1
42,4,39,3,39,26
42,318,397,17,17,1
42,229,362,229,209,3
422,2,480,306,231,4
423,131,18,37,12,4
428,433,398,215,123,28
43,4,282,290,224,2
43,2,2,459,13,30
43,2,418,165,2,1
430,3,306,16,421,228
436,27,467,341,332,279
44,208,46,48,44,3
441,1,1,1,2,2
443,335,314,19,44,228
445,20,476,403,3,442
450,3,119,1,393,3
450,18,24,2,17,496
453,235,34,45,114,197
457,106,387,25,4,14
459,119,441,3,34,2
46,3,248,30,35,47
46,228,229,3,34,14
46,226,20,43,18,14
465,340,1,109,39,105
47,39,37,389,174,130
47,37,2,230,43,2
47,331,35,176,43,428
47,305,4,47,2,23
47,3,39,15,181,187
47,24,3,13,15,22
47,19,414,49,10,209
47,152,20,12,43,471
471,28,2,1,4,10
472,4,4,40,169,351
476,390,295,42,17,396
48,4,2,47,461,4
48,3,1,488,453,4
49,32,4,303,1,139
49,1,38,350,12,10
491,4,1,15,32,372
492,1,1,33,3,3
495,24,22,2,468,2
497,28,49,167,2,13
498,430,153,1,31,105
499,2,18,46,3,29
499,13,37,302,140,190
