3,44,3,2,1,315
4,44,3,1,27,38
34,46,3,3,22,434
121,47,3,228,45,2
225,49,3,4,4,3
1,109,3,3,45,27
341,111,3,37,2,2
29,230,3,499,10,122
192,230,3,298,143,3
25,231,3,1,395,17
2,253,3,3,376,25
24,279,3,2,24,2
309,317,3,2,42,3
1,1,4,233,218,223
11,1,4,35,306,4
1,2,4,345,2,1
4,2,4,348,418,2
3,3,4,16,2,411
4,3,4,287,420,107
33,3,4,4,4,306
34,3,4,100,149,47
100,3,4,189,1,365
4,4,4,42,4,142
23,4,4,213,41,48
472,4,4,40,169,351
14,10,4,152,37,1
39,10,4,16,101,10
32,12,4,4,347,253
35,26,4,2,128,19
11,28,4,4,3,31
49,32,4,303,1,139
4,38,4,1,222,41
34,48,4,26,1,18
1,49,4,251,37,1
3,109,4,202,2,2
24,126,4,39,424,434
385,163,4,30,238,10
206,221,4,445,41,32
14,281,4,1,1,10
1,288,4,489,410,4
47,305,4,47,2,23
17,335,4,473,22,44
245,350,4,2,2,37
17,353,4,128,282,25
329,371,4,2,2,21
375,382,4,4,4,2
195,425,4,22,1,27
166,455,4,1,17,26
247,483,4,231,33,31
1,4,10,256,35,10
291,30,10,162,298,32
1,301,10,30,32,2
2,18,11,28,2,364
286,25,11,482,340,4
3,36,11,166,4,1
4,171,11,33,4,17
3,195,11,197,186,23
2,2,12,4,1,1
37,2,13,1,2,4
34,3,13,314,167,298
20,451,13,266,36,294
244,2,14,415,448,463
1,113,14,2,264,3
2,3,15,3,1,14
41,39,15,310,38,4
22,498,15,3,2,36
33,18,16,12,193,35
20,26,16,32,30,3
32,378,16,46,2,19
16,2,17,29,3,28
4,142,17,1,37,30
2,261,17,33,12,18
3,1,18,160,47,183
188,2,18,252,2,216
499,2,18,46,3,29
394,45,18,1,41,37
423,131,18,37,12,4
28,380,18,43,30,39
34,1,19,204,296,208
25,4,19,1,2,1
2,14,20,440,39,2
47,152,20,12,43,471
46,226,20,43,18,14
3,251,20,3,4,168
4,1,21,35,372,48
3,2,21,4,42,3
3,36,21,211,233,3
495,24,22,2,468,2
400,44,22,46,16,39
395,2,23,441,1,4
132,4,23,24,4,3
450,18,24,2,17,496
23,20,24,419,131,3
246,23,24,27,38,257
1,24,24,3,20,3
3,39,24,194,10,44
4,2,25,37,118,1
4,4,25,375,4,1
21,11,25,181,1,41
24,264,25,3,14,45
1,1,26,38,1,20
2,13,26,10,17,249
3,25,26,140,1,23
217,42,26,197,2,152
27,44,26,378,47,4
382,1,27,16,362,3
2,3,27,2,3,47
2,19,27,340,49,1
33,28,27,320,26,3
1,451,27,231,4,199
1,13,28,364,2,2
3,2,29,3,4,319
193,2,29,199,25,24
41,3,29,2,348,451
4,140,29,2,3,29
162,426,29,4,291,28
34,429,29,10,359,41
1,4,30,1,369,13
35,145,30,269,207,358
3,44,31,18,48,34
1,190,31,31,27,34
2,414,31,4,3,12
2,34,32,2,391,21
22,200,32,169,102,1
2,2,33,1,1,2
1,247,33,184,224,167
332,393,33,2,4,3
413,1,34,3,247,437
3,25,34,3,47,42
41,25,34,363,31,414
453,235,34,45,114,197
31,4,35,3,206,16
4,17,35,3,45,2
33,109,35,238,209,46
4,199,35,356,204,31
47,331,35,176,43,428
16,387,35,231,4,2
3,4,36,30,195,25
20,48,36,1,241,36
121,4,37,3,313,30
499,13,37,302,140,190
47,39,37,389,174,130
3,259,37,18,47,27
179,376,37,1,46,29
49,1,38,350,12,10
31,21,38,32,3,44
1,39,38,35,36,101
47,3,39,15,181,187
42,4,39,3,39,26
1,19,39,4,41,372
151,41,39,45,3,18
329,1,40,43,480,44
293,12,40,2,38,420
202,31,40,17,2,2
229,2,41,18,21,443
3,4,41,372,34,25
1,47,41,302,199,32
10,49,41,2,16,33
1,152,41,14,298,106
2,1,42,1,25,1
40,3,42,25,144,2
272,22,43,326,2,43
360,25,44,475,255,3
3,430,44,499,336,26
4,12,45,49,3,3
21,350,45,35,1,20
21,431,45,161,13,26
4,1,46,25,4,19
44,208,46,48,44,3
223,335,46,398,447,126
31,2,47,2,2,32
1,3,47,19,274,49
40,3,47,408,4,155
215,48,47,2,2,317
3,215,47,2,1,36
171,1,48,2,180,12
250,4,49,19,3,4
2,24,49,4,337,163
497,28,49,167,2,13
1,335,100,2,33,2
4,44,102,29,363,419
2,47,109,17,417,494
113,269,110,435,16,395
27,3,116,294,451,33
1,2,118,39,4,251
450,3,119,1,393,3
152,2,122,48,2,246
415,2,123,29,44,193
2,4,125,195,3,342
34,384,135,196,2,4
14,179,138,126,3,2
151,483,138,434,4,489
4,22,143,14,3,452
4,36,144,41,311,330
262,4,146,40,269,28
366,29,147,41,302,215
3,199,148,220,2,200
498,430,153,1,31,105
12,4,161,33,136,268
24,340,161,37,201,44
359,337,164,1,48,28
3,447,166,29,16,10
28,36,167,33,1,2
17,41,169,1,2,1
40,15,171,1,49,31
32,339,172,203,1,1
3,40,173,498,486,14
3,4,180,385,442,374
4,325,186,16,31,159
3,401,190,126,3,277
133,1,192,347,3,21
356,4,195,317,279,473
2,25,201,25,30,10
22,1,202,32,3,4
18,298,204,113,14,4
4,1,205,18,281,10
1,224,215,472,2,2
31,33,217,33,30,4
4,455,222,3,470,37
4,203,225,18,4,224
46,228,229,3,34,14
243,2,232,2,153,1
46,3,248,30,35,47
4,257,248,323,26,372
40,4,255,3,3,45
3,47,260,41,15,3
3,367,260,194,29,38
11,1,273,3,179,496
178,252,274,20,25,334
43,4,282,290,224,2
2,4,294,2,40,243
476,390,295,42,17,396
4,289,296,4,29,3
336,303,301,291,20,464
1,297,303,1,24,11
247,3,306,254,4,397
430,3,306,16,421,228
285,136,318,34,43,24
4,1,324,458,4,339
25,46,324,23,114,2
12,125,328,4,1,2
22,470,331,124,2,305
309,44,337,2,259,4
34,1,348,338,4,18
2,1,349,49,33,374
29,419,349,407,473,1
3,446,354,16,39,138
306,46,359,467,34,111
42,229,362,229,209,3
276,325,362,2,33,23
3,24,368,4,1,4
2,160,368,3,49,1
3,1,371,20,2,14
12,378,372,14,31,19
388,398,374,159,1,4
20,348,375,4,304,4
20,2,379,482,32,2
4,156,381,2,218,448
4,2,385,487,43,347
457,106,387,25,4,14
26,22,392,2,4,29
42,318,397,17,17,1
1,20,398,3,292,2
428,433,398,215,123,28
308,227,400,226,44,185
379,25,405,14,1,30
4,321,411,3,4,125
47,19,414,49,10,209
16,119,415,273,11,3
18,3,417,34,4,1
43,2,418,165,2,1
374,119,418,4,255,447
22,4,420,21,3,20
20,30,439,486,2,27
459,119,441,3,34,2
21,14,444,41,375,34
31,49,444,360,38,212
1,2,446,39,3,230
2,4,447,3,35,2
13,1,448,4,10,36
4,30,448,333,2,2
2,43,449,335,372,186
19,4,450,45,1,334
14,2,452,42,290,393
1,209,456,47,28,2
1,41,458,196,16,3
116,260,458,165,45,30
373,22,460,2,124,3
291,39,461,13,4,1
436,27,467,341,332,279
14,1,470,2,395,1
134,26,470,17,4,306
4,4,476,303,382,14
445,20,476,403,3,442
22,2,477,3,29,234
422,2,480,306,231,4
3,2,485,38,32,1
26,3,487,18,2,153
41,1,491,46,20,3
1,1,492,1,46,2
10,49,492,3,2,413
179,19,493,2,117,34
40,381,493,4,26,300
